* Measurement data measured by REW V5.31.3
* Source: Pro Tools Audio Bridge 16, Pro Tools Audio Bridge 16, 2, volume: no control
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Dec 10, 2024 11:14:11 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Bad Cat Matching Test Real Dec 10
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
5015.991618, 99.386, 156.8425
5016.357828, 99.343, 156.7668
5016.724039, 99.289, 156.8667
5017.090250, 99.235, 157.1112
5017.456461, 99.192, 157.4304
5017.822672, 99.164, 157.7368
5018.188883, 99.155, 157.9617
5018.555094, 99.164, 158.0803
5018.921305, 99.191, 158.1082
5019.287516, 99.239, 158.0714
5019.653727, 99.311, 157.9722
5020.019938, 99.404, 157.7769
5020.386149, 99.505, 157.4377
5020.752360, 99.592, 156.9347
5021.118571, 99.645, 156.3053
5021.484782, 99.648, 155.6431
5021.850993, 99.598, 155.0645
5022.217204, 99.508, 154.6615
5022.583415, 99.399, 154.4626
5022.949626, 99.291, 154.4268
5023.315837, 99.198, 154.4738
5023.682048, 99.125, 154.5376
5024.048259, 99.068, 154.5999
5024.414470, 99.028, 154.6868
5024.780681, 99.006, 154.8337
5025.146892, 99.005, 155.0481
5025.513103, 99.030, 155.2957
5025.879314, 99.076, 155.5134
5026.245525, 99.136, 155.6345
5026.611736, 99.196, 155.6107
5026.977947, 99.243, 155.4248
5027.344157, 99.260, 155.1008
5027.710368, 99.237, 154.7104
5028.076579, 99.170, 154.3706
5028.442790, 99.067, 154.2175
5028.809001, 98.948, 154.3557
5029.175212, 98.845, 154.7976
5029.541423, 98.787, 155.4285
5029.907634, 98.787, 156.0404
5030.273845, 98.836, 156.4280
5030.640056, 98.911, 156.4841
5031.006267, 98.983, 156.2321
5031.372478, 99.035, 155.7859
5031.738689, 99.062, 155.2836
5032.104900, 99.066, 154.8320
5032.471111, 99.053, 154.4873
5032.837322, 99.027, 154.2686
5033.203533, 98.989, 154.1824
5033.569744, 98.941, 154.2389
5033.935955, 98.888, 154.4443
5034.302166, 98.837, 154.7803
5034.668377, 98.800, 155.1895
5035.034588, 98.781, 155.5844
5035.400799, 98.779, 155.8801
5035.767010, 98.787, 156.0341
5036.133221, 98.797, 156.0649
5036.499432, 98.805, 156.0408
5036.865643, 98.812, 156.0415
5037.231854, 98.829, 156.1134
5037.598065, 98.863, 156.2411
5037.964276, 98.917, 156.3530
5038.330487, 98.979, 156.3634
5038.696697, 99.032, 156.2256
5039.062908, 99.055, 155.9653
5039.429119, 99.036, 155.6758
5039.795330, 98.976, 155.4822
5040.161541, 98.889, 155.4878
5040.527752, 98.800, 155.7271
5040.893963, 98.737, 156.1426
5041.260174, 98.717, 156.6047
5041.626385, 98.741, 156.9688
5041.992596, 98.797, 157.1379
5042.358807, 98.869, 157.0974
5042.725018, 98.937, 156.9048
5043.091229, 98.992, 156.6523
5043.457440, 99.032, 156.4231
5043.823651, 99.058, 156.2584
5044.189862, 99.074, 156.1522
5044.556073, 99.080, 156.0697
5044.922284, 99.071, 155.9816
5045.288495, 99.043, 155.8926
5045.654706, 98.997, 155.8464
5046.020917, 98.940, 155.9041
5046.387128, 98.887, 156.1052
5046.753339, 98.857, 156.4375
5047.119550, 98.860, 156.8309
5047.485761, 98.900, 157.1860
5047.851972, 98.966, 157.4172
5048.218183, 99.042, 157.4866
5048.584394, 99.113, 157.4113
5048.950605, 99.165, 157.2493
5049.316816, 99.195, 157.0752
5049.683026, 99.210, 156.9541
5050.049237, 99.220, 156.9158
5050.415448, 99.240, 156.9395
5050.781659, 99.283, 156.9536
5051.147870, 99.348, 156.8616
5051.514081, 99.429, 156.5854
5051.880292, 99.506, 156.1042
5052.246503, 99.564, 155.4656
5052.612714, 99.588, 154.7692
5052.978925, 99.575, 154.1306
5053.345136, 99.532, 153.6465
5053.711347, 99.470, 153.3691
5054.077558, 99.404, 153.2965
5054.443769, 99.348, 153.3768
5054.809980, 99.311, 153.5276
5055.176191, 99.294, 153.6622
5055.542402, 99.290, 153.7212
5055.908613, 99.290, 153.6914
5056.274824, 99.285, 153.6072
5056.641035, 99.271, 153.5277
5057.007246, 99.251, 153.5037
5057.373457, 99.230, 153.5521
5057.739668, 99.212, 153.6570
5058.105879, 99.199, 153.7920
5058.472090, 99.192, 153.9467
5058.838301, 99.195, 154.1292
5059.204512, 99.215, 154.3397
5059.570723, 99.263, 154.5371
5059.936934, 99.341, 154.6322
5060.303145, 99.444, 154.5251
5060.669356, 99.549, 154.1631
5061.035566, 99.634, 153.5771
5061.401777, 99.681, 152.8755
5061.767988, 99.681, 152.2039
5062.134199, 99.642, 151.6942
5062.500410, 99.580, 151.4236
5062.866621, 99.515, 151.3936
5063.232832, 99.466, 151.5337
5063.599043, 99.441, 151.7290
5063.965254, 99.441, 151.8615
5064.331465, 99.455, 151.8540
5064.697676, 99.469, 151.6951
5065.063887, 99.471, 151.4346
5065.430098, 99.458, 151.1536
5065.796309, 99.434, 150.9198
5066.162520, 99.408, 150.7583
5066.528731, 99.385, 150.6498
5066.894942, 99.366, 150.5631
5067.261153, 99.348, 150.4919
5067.627364, 99.329, 150.4658
5067.993575, 99.312, 150.5244
5068.359786, 99.306, 150.6746
5068.725997, 99.320, 150.8676
5069.092208, 99.354, 151.0188
5069.458419, 99.399, 151.0601
5069.824630, 99.441, 150.9778
5070.190841, 99.471, 150.8137
5070.557052, 99.487, 150.6279
5070.923263, 99.496, 150.4583
5071.289474, 99.504, 150.3044
5071.655685, 99.513, 150.1440
5072.021895, 99.523, 149.9606
5072.388106, 99.532, 149.7593
5072.754317, 99.539, 149.5554
5073.120528, 99.545, 149.3535
5073.486739, 99.552, 149.1357
5073.852950, 99.556, 148.8782
5074.219161, 99.550, 148.5759
5074.585372, 99.530, 148.2617
5074.951583, 99.495, 147.9944
5075.317794, 99.454, 147.8273
5075.684005, 99.418, 147.7725
5076.050216, 99.399, 147.7876
5076.416427, 99.399, 147.7947
5076.782638, 99.414, 147.7218
5077.148849, 99.430, 147.5388
5077.515060, 99.436, 147.2686
5077.881271, 99.426, 146.9675
5078.247482, 99.399, 146.6970
5078.613693, 99.364, 146.4949
5078.979904, 99.327, 146.3658
5079.346115, 99.297, 146.2882
5079.712326, 99.276, 146.2313
5080.078537, 99.265, 146.1724
5080.444748, 99.262, 146.1030
5080.810959, 99.262, 146.0243
5081.177170, 99.264, 145.9381
5081.543381, 99.263, 145.8398
5081.909592, 99.255, 145.7192
5082.275803, 99.237, 145.5659
5082.642014, 99.204, 145.3795
5083.008225, 99.154, 145.1764
5083.374435, 99.086, 144.9937
5083.740646, 99.005, 144.8846
5084.106857, 98.923, 144.9045
5084.473068, 98.853, 145.0847
5084.839279, 98.811, 145.4075
5085.205490, 98.804, 145.7993
5085.571701, 98.831, 146.1555
5085.937912, 98.876, 146.3918
5086.304123, 98.918, 146.4910
5086.670334, 98.939, 146.5114
5087.036545, 98.935, 146.5527
5087.402756, 98.915, 146.6951
5087.768967, 98.902, 146.9406
5088.135178, 98.913, 147.1975
5088.501389, 98.955, 147.3240
5088.867600, 99.019, 147.2094
5089.233811, 99.082, 146.8402
5089.600022, 99.127, 146.3093
5089.966233, 99.143, 145.7705
5090.332444, 99.131, 145.3721
5090.698655, 99.104, 145.1985
5091.064866, 99.074, 145.2473
5091.431077, 99.052, 145.4432
5091.797288, 99.039, 145.6824
5092.163499, 99.034, 145.8794
5092.529710, 99.030, 145.9924
5092.895921, 99.027, 146.0232
5093.262132, 99.026, 145.9995
5093.628343, 99.031, 145.9548
5093.994554, 99.049, 145.9150
5094.360765, 99.082, 145.8899
5094.726975, 99.129, 145.8732
5095.093186, 99.187, 145.8456
5095.459397, 99.248, 145.7817
5095.825608, 99.304, 145.6577
5096.191819, 99.348, 145.4570
5096.558030, 99.374, 145.1720
5096.924241, 99.384, 144.8026
5097.290452, 99.376, 144.3564
5097.656663, 99.355, 143.8528
5098.022874, 99.324, 143.3274
5098.389085, 99.284, 142.8369
5098.755296, 99.241, 142.4473
5099.121507, 99.200, 142.2139
5099.487718, 99.170, 142.1536
5099.853929, 99.153, 142.2327
5100.220140, 99.150, 142.3798
5100.586351, 99.154, 142.5210
5100.952562, 99.156, 142.6157
5101.318773, 99.150, 142.6667
5101.684984, 99.140, 142.6982
5102.051195, 99.136, 142.7209
5102.417406, 99.150, 142.7096
5102.783617, 99.187, 142.6122
5103.149828, 99.246, 142.3848
5103.516039, 99.315, 142.0208
5103.882250, 99.383, 141.5513
5104.248461, 99.441, 141.0177
5104.614672, 99.485, 140.4425
5104.980883, 99.507, 139.8242
5105.347094, 99.501, 139.1610
5105.713304, 99.460, 138.4814
5106.079515, 99.385, 137.8542
5106.445726, 99.285, 137.3606
5106.811937, 99.182, 137.0416
5107.178148, 99.097, 136.8610
5107.544359, 99.040, 136.7162
5107.910570, 99.005, 136.5063
5108.276781, 98.973, 136.2048
5108.642992, 98.925, 135.8800
5109.009203, 98.856, 135.6479
5109.375414, 98.774, 135.5911
5109.741625, 98.694, 135.6990
5110.107836, 98.631, 135.8734
5110.474047, 98.582, 135.9979
5110.840258, 98.541, 136.0159
5111.206469, 98.499, 135.9546
5111.572680, 98.460, 135.8823
5111.938891, 98.433, 135.8384
5112.305102, 98.423, 135.7981
5112.671313, 98.427, 135.7010
5113.037524, 98.429, 135.5173
5113.403735, 98.412, 135.2905
5113.769946, 98.368, 135.1147
5114.136157, 98.306, 135.0654
5114.502368, 98.244, 135.1316
5114.868579, 98.195, 135.2067
5115.234790, 98.159, 135.1570
5115.601001, 98.122, 134.9214
5115.967212, 98.065, 134.5662
5116.333423, 97.982, 134.2559
5116.699634, 97.883, 134.1692
5117.065844, 97.789, 134.4077
5117.432055, 97.723, 134.9504
5117.798266, 97.700, 135.6736
5118.164477, 97.717, 136.4165
5118.530688, 97.766, 137.0392
5118.896899, 97.830, 137.4424
5119.263110, 97.896, 137.5667
5119.629321, 97.948, 137.3999
5119.995532, 97.972, 136.9934
5120.361743, 97.963, 136.4650
5120.727954, 97.925, 135.9634
5121.094165, 97.875, 135.6018
5121.460376, 97.835, 135.3975
5121.826587, 97.817, 135.2654
5122.192798, 97.815, 135.0872
5122.559009, 97.810, 134.8064
5122.925220, 97.783, 134.4724
5123.291431, 97.729, 134.1987
5123.657642, 97.659, 134.0699
5124.023853, 97.594, 134.0693
5124.390064, 97.545, 134.0847
5124.756275, 97.507, 133.9987
5125.122486, 97.462, 133.7866
5125.488697, 97.397, 133.5388
5125.854908, 97.313, 133.3904
5126.221119, 97.226, 133.4192
5126.587330, 97.152, 133.5881
5126.953541, 97.097, 133.7838
5127.319752, 97.050, 133.9189
5127.685963, 96.996, 134.0056
5128.052173, 96.931, 134.1348
5128.418384, 96.869, 134.3818
5128.784595, 96.832, 134.7194
5129.150806, 96.830, 135.0125
5129.517017, 96.854, 135.1123
5129.883228, 96.879, 134.9668
5130.249439, 96.879, 134.6566
5130.615650, 96.842, 134.3411
5130.981861, 96.775, 134.1641
5131.348072, 96.693, 134.1869
5131.714283, 96.613, 134.3794
5132.080494, 96.539, 134.6660
5132.446705, 96.475, 134.9795
5132.812916, 96.416, 135.2839
5133.179127, 96.363, 135.5615
5133.545338, 96.316, 135.7957
5133.911549, 96.272, 135.9771
5134.277760, 96.225, 136.1260
5134.643971, 96.170, 136.3022
5135.010182, 96.113, 136.5813
5135.376393, 96.062, 137.0061
5135.742604, 96.032, 137.5477
5136.108815, 96.027, 138.1091
5136.475026, 96.044, 138.5757
5136.841237, 96.063, 138.8789
5137.207448, 96.068, 139.0331
5137.573659, 96.044, 139.1274
5137.939870, 95.989, 139.2914
5138.306081, 95.915, 139.6472
5138.672292, 95.845, 140.2614
5139.038503, 95.805, 141.1022
5139.404713, 95.819, 142.0214
5139.770924, 95.891, 142.7917
5140.137135, 96.005, 143.1992
5140.503346, 96.124, 143.1443
5140.869557, 96.212, 142.6915
5141.235768, 96.242, 142.0442
5141.601979, 96.213, 141.4661
5141.968190, 96.144, 141.1807
5142.334401, 96.073, 141.2786
5142.700612, 96.032, 141.6755
5143.066823, 96.036, 142.1621
5143.433034, 96.073, 142.5271
5143.799245, 96.115, 142.6732
5144.165456, 96.133, 142.6489
5144.531667, 96.114, 142.5989
5144.897878, 96.065, 142.6782
5145.264089, 96.009, 142.9756
5145.630300, 95.973, 143.4688
5145.996511, 95.981, 144.0265
5146.362722, 96.039, 144.4607
5146.728933, 96.131, 144.6085
5147.095144, 96.231, 144.4053
5147.461355, 96.306, 143.9163
5147.827566, 96.332, 143.3184
5148.193777, 96.303, 142.8435
5148.559988, 96.232, 142.6970
5148.926199, 96.148, 142.9777
5149.292410, 96.082, 143.6296
5149.658621, 96.053, 144.4707
5150.024832, 96.062, 145.2878
5150.391043, 96.096, 145.9387
5150.757253, 96.138, 146.3840
5151.123464, 96.183, 146.6497
5151.489675, 96.230, 146.7705
5151.855886, 96.280, 146.7666
5152.222097, 96.332, 146.6599
5152.588308, 96.382, 146.4983
5152.954519, 96.427, 146.3503
5153.320730, 96.471, 146.2655
5153.686941, 96.519, 146.2329
5154.053152, 96.571, 146.1814
5154.419363, 96.616, 146.0315
5154.785574, 96.637, 145.7612
5155.151785, 96.620, 145.4346
5155.517996, 96.565, 145.1714
5155.884207, 96.489, 145.0771
5156.250418, 96.418, 145.1826
5156.616629, 96.373, 145.4287
5156.982840, 96.366, 145.7119
5157.349051, 96.392, 145.9485
5157.715262, 96.443, 146.1067
5158.081473, 96.510, 146.1863
5158.447684, 96.586, 146.1801
5158.813895, 96.662, 146.0592
5159.180106, 96.726, 145.7994
5159.546317, 96.761, 145.4192
5159.912528, 96.758, 144.9962
5160.278739, 96.719, 144.6416
5160.644950, 96.657, 144.4474
5161.011161, 96.595, 144.4355
5161.377372, 96.553, 144.5447
5161.743582, 96.536, 144.6661
5162.109793, 96.540, 144.7078
5162.476004, 96.548, 144.6398
5162.842215, 96.547, 144.4976
5163.208426, 96.527, 144.3499
5163.574637, 96.487, 144.2649
5163.940848, 96.429, 144.2932
5164.307059, 96.359, 144.4681
5164.673270, 96.287, 144.8096
5165.039481, 96.227, 145.3152
5165.405692, 96.195, 145.9385
5165.771903, 96.202, 146.5776
5166.138114, 96.252, 147.0955
5166.504325, 96.333, 147.3738
5166.870536, 96.424, 147.3655
5167.236747, 96.504, 147.1136
5167.602958, 96.558, 146.7283
5167.969169, 96.583, 146.3391
5168.335380, 96.584, 146.0537
5168.701591, 96.574, 145.9324
5169.067802, 96.562, 145.9867
5169.434013, 96.561, 146.1899
5169.800224, 96.576, 146.4862
5170.166435, 96.613, 146.7966
5170.532646, 96.668, 147.0272
5170.898857, 96.733, 147.0916
5171.265068, 96.794, 146.9414
5171.631279, 96.836, 146.5894
5171.997490, 96.851, 146.1035
5172.363701, 96.837, 145.5780
5172.729912, 96.805, 145.0885
5173.096122, 96.768, 144.6624
5173.462333, 96.732, 144.2812
5173.828544, 96.697, 143.9185
5174.194755, 96.654, 143.5859
5174.560966, 96.595, 143.3555
5174.927177, 96.519, 143.3336
5175.293388, 96.438, 143.6012
5175.659599, 96.373, 144.1487
5176.025810, 96.341, 144.8530
5176.392021, 96.346, 145.5227
5176.758232, 96.378, 145.9897
5177.124443, 96.415, 146.1852
5177.490654, 96.440, 146.1541
5177.856865, 96.446, 146.0089
5178.223076, 96.441, 145.8641
5178.589287, 96.437, 145.7811
5178.955498, 96.445, 145.7534
5179.321709, 96.466, 145.7308
5179.687920, 96.493, 145.6650
5180.054131, 96.509, 145.5479
5180.420342, 96.503, 145.4204
5180.786553, 96.470, 145.3518
5181.152764, 96.417, 145.4009
5181.518975, 96.358, 145.5811
5181.885186, 96.309, 145.8451
5182.251397, 96.278, 146.1084
5182.617608, 96.264, 146.2998
5182.983819, 96.257, 146.4116
5183.350030, 96.249, 146.5137
5183.716241, 96.238, 146.7179
5184.082451, 96.235, 147.1101
5184.448662, 96.257, 147.6865
5184.814873, 96.313, 148.3354
5185.181084, 96.402, 148.8837
5185.547295, 96.506, 149.1804
5185.913506, 96.598, 149.1643
5186.279717, 96.658, 148.8757
5186.645928, 96.675, 148.4275
5187.012139, 96.653, 147.9563
5187.378350, 96.605, 147.5828
5187.744561, 96.550, 147.3800
5188.110772, 96.508, 147.3607
5188.476983, 96.491, 147.4807
5188.843194, 96.500, 147.6659
5189.209405, 96.527, 147.8513
5189.575616, 96.558, 148.0154
5189.941827, 96.582, 148.1836
5190.308038, 96.595, 148.4016
5190.674249, 96.605, 148.6908
5191.040460, 96.623, 149.0166
5191.406671, 96.658, 149.2960
5191.772882, 96.708, 149.4413
5192.139093, 96.768, 149.4092
5192.505304, 96.829, 149.2173
5192.871515, 96.886, 148.9211
5193.237726, 96.938, 148.5735
5193.603937, 96.985, 148.2017
5193.970148, 97.024, 147.8125
5194.336359, 97.047, 147.4185
5194.702570, 97.049, 147.0515
5195.068781, 97.029, 146.7551
5195.434991, 96.993, 146.5571
5195.801202, 96.949, 146.4506
5196.167413, 96.906, 146.4005
5196.533624, 96.866, 146.3722
5196.899835, 96.832, 146.3552
5197.266046, 96.805, 146.3624
5197.632257, 96.790, 146.4028
5197.998468, 96.791, 146.4580
5198.364679, 96.808, 146.4838
5198.730890, 96.831, 146.4415
5199.097101, 96.849, 146.3300
5199.463312, 96.852, 146.1909
5199.829523, 96.838, 146.0854
5200.195734, 96.813, 146.0583
5200.561945, 96.786, 146.1177
5200.928156, 96.766, 146.2400
5201.294367, 96.757, 146.3896
5201.660578, 96.763, 146.5347
5202.026789, 96.782, 146.6459
5202.393000, 96.813, 146.6902
5202.759211, 96.849, 146.6372
5203.125422, 96.878, 146.4802
5203.491633, 96.888, 146.2589
5203.857844, 96.870, 146.0598
5204.224055, 96.828, 145.9852
5204.590266, 96.775, 146.1052
5204.956477, 96.733, 146.4147
5205.322688, 96.717, 146.8275
5205.688899, 96.734, 147.2126
5206.055110, 96.778, 147.4539
5206.421320, 96.836, 147.4915
5206.787531, 96.893, 147.3291
5207.153742, 96.940, 147.0110
5207.519953, 96.969, 146.5988
5207.886164, 96.978, 146.1569
5208.252375, 96.969, 145.7500
5208.618586, 96.944, 145.4375
5208.984797, 96.912, 145.2615
5209.351008, 96.884, 145.2301
5209.717219, 96.868, 145.3108
5210.083430, 96.867, 145.4399
5210.449641, 96.879, 145.5498
5210.815852, 96.897, 145.5938
5211.182063, 96.911, 145.5570
5211.548274, 96.916, 145.4490
5211.914485, 96.908, 145.2910
5212.280696, 96.887, 145.1100
5212.646907, 96.855, 144.9375
5213.013118, 96.817, 144.8087
5213.379329, 96.779, 144.7517
5213.745540, 96.751, 144.7698
5214.111751, 96.738, 144.8340
5214.477962, 96.739, 144.8984
5214.844173, 96.743, 144.9346
5215.210384, 96.739, 144.9597
5215.576595, 96.720, 145.0349
5215.942806, 96.688, 145.2273
5216.309017, 96.655, 145.5582
5216.675228, 96.637, 145.9772
5217.041439, 96.641, 146.3812
5217.407650, 96.666, 146.6750
5217.773860, 96.704, 146.8229
5218.140071, 96.749, 146.8552
5218.506282, 96.803, 146.8259
5218.872493, 96.870, 146.7587
5219.238704, 96.953, 146.6244
5219.604915, 97.043, 146.3667
5219.971126, 97.124, 145.9539
5220.337337, 97.174, 145.4180
5220.703548, 97.182, 144.8528
5221.069759, 97.146, 144.3751
5221.435970, 97.080, 144.0725
5221.802181, 97.004, 143.9626
5222.168392, 96.939, 143.9857
5222.534603, 96.895, 144.0381
5222.900814, 96.870, 144.0320
5223.267025, 96.854, 143.9451
5223.633236, 96.835, 143.8311
5223.999447, 96.811, 143.7859
5224.365658, 96.787, 143.8904
5224.731869, 96.777, 144.1572
5225.098080, 96.790, 144.5151
5225.464291, 96.827, 144.8411
5225.830502, 96.877, 145.0247
5226.196713, 96.925, 145.0217
5226.562924, 96.958, 144.8616
5226.929135, 96.974, 144.6150
5227.295346, 96.976, 144.3473
5227.661557, 96.974, 144.0873
5228.027768, 96.973, 143.8289
5228.393979, 96.974, 143.5557
5228.760190, 96.970, 143.2709
5229.126400, 96.957, 143.0068
5229.492611, 96.933, 142.8132
5229.858822, 96.901, 142.7314
5230.225033, 96.871, 142.7676
5230.591244, 96.852, 142.8811
5230.957455, 96.849, 142.9915
5231.323666, 96.858, 143.0117
5231.689877, 96.868, 142.8940
5232.056088, 96.863, 142.6670
5232.422299, 96.833, 142.4377
5232.788510, 96.780, 142.3503
5233.154721, 96.723, 142.5099
5233.520932, 96.687, 142.9075
5233.887143, 96.691, 143.4006
5234.253354, 96.732, 143.7844
5234.619565, 96.791, 143.9125
5234.985776, 96.837, 143.7805
5235.351987, 96.852, 143.5137
5235.718198, 96.838, 143.2791
5236.084409, 96.815, 143.1852
5236.450620, 96.806, 143.2257
5236.816831, 96.823, 143.3016
5237.183042, 96.862, 143.3036
5237.549253, 96.905, 143.1885
5237.915464, 96.937, 142.9957
5238.281675, 96.950, 142.8057
5238.647886, 96.944, 142.6843
5239.014097, 96.927, 142.6543
5239.380308, 96.905, 142.7010
5239.746519, 96.884, 142.7971
5240.112729, 96.870, 142.9148
5240.478940, 96.872, 143.0188
5240.845151, 96.895, 143.0544
5241.211362, 96.942, 142.9540
5241.577573, 97.006, 142.6653
5241.943784, 97.072, 142.1843
5242.309995, 97.127, 141.5624
5242.676206, 97.161, 140.8848
5243.042417, 97.170, 140.2339
5243.408628, 97.153, 139.6609
5243.774839, 97.114, 139.1816
5244.141050, 97.050, 138.7931
5244.507261, 96.963, 138.5002
5244.873472, 96.855, 138.3296
5245.239683, 96.734, 138.3193
5245.605894, 96.616, 138.4924
5245.972105, 96.521, 138.8236
5246.338316, 96.463, 139.2268
5246.704527, 96.448, 139.5767
5247.070738, 96.467, 139.7584
5247.436949, 96.498, 139.7198
5247.803160, 96.519, 139.4939
5248.169371, 96.513, 139.1851
5248.535582, 96.476, 138.9280
5248.901793, 96.417, 138.8370
5249.268004, 96.352, 138.9626
5249.634215, 96.301, 139.2719
5250.000426, 96.278, 139.6658
5250.366637, 96.284, 140.0264
5250.732848, 96.310, 140.2682
5251.099059, 96.343, 140.3638
5251.465269, 96.371, 140.3367
5251.831480, 96.387, 140.2360
5252.197691, 96.386, 140.1132
5252.563902, 96.369, 140.0103
5252.930113, 96.340, 139.9573
5253.296324, 96.304, 139.9709
5253.662535, 96.270, 140.0475
5254.028746, 96.245, 140.1581
5254.394957, 96.234, 140.2562
5254.761168, 96.232, 140.3020
5255.127379, 96.232, 140.2905
5255.493590, 96.225, 140.2614
5255.859801, 96.210, 140.2795
5256.226012, 96.188, 140.3984
5256.592223, 96.168, 140.6249
5256.958434, 96.156, 140.9160
5257.324645, 96.153, 141.2053
5257.690856, 96.158, 141.4404
5258.057067, 96.169, 141.5979
5258.423278, 96.187, 141.6696
5258.789489, 96.216, 141.6387
5259.155700, 96.255, 141.4733
5259.521911, 96.297, 141.1504
5259.888122, 96.328, 140.6914
5260.254333, 96.336, 140.1766
5260.620544, 96.312, 139.7244
5260.986755, 96.260, 139.4443
5261.352966, 96.192, 139.3931
5261.719177, 96.121, 139.5576
5262.085388, 96.057, 139.8732
5262.451598, 96.006, 140.2627
5262.817809, 95.968, 140.6636
5263.184020, 95.946, 141.0322
5263.550231, 95.940, 141.3328
5263.916442, 95.948, 141.5363
5264.282653, 95.964, 141.6356
5264.648864, 95.979, 141.6606
5265.015075, 95.987, 141.6730
5265.381286, 95.990, 141.7363
5265.747497, 95.992, 141.8792
5266.113708, 95.999, 142.0784
5266.479919, 96.013, 142.2759
5266.846130, 96.030, 142.4171
5267.212341, 96.044, 142.4832
5267.578552, 96.053, 142.4907
5267.944763, 96.057, 142.4685
5268.310974, 96.062, 142.4304
5268.677185, 96.071, 142.3694
5269.043396, 96.081, 142.2759
5269.409607, 96.088, 142.1621
5269.775818, 96.086, 142.0712
5270.142029, 96.074, 142.0579
5270.508240, 96.057, 142.1577
5270.874451, 96.044, 142.3623
5271.240662, 96.041, 142.6190
5271.606873, 96.047, 142.8589
5271.973084, 96.060, 143.0303
5272.339295, 96.073, 143.1183
5272.705506, 96.083, 143.1383
5273.071717, 96.091, 143.1147
5273.437928, 96.099, 143.0602
5273.804138, 96.110, 142.9725
5274.170349, 96.119, 142.8474
5274.536560, 96.123, 142.6970
5274.902771, 96.116, 142.5597
5275.268982, 96.097, 142.4888
5275.635193, 96.072, 142.5286
5276.001404, 96.050, 142.6893
5276.367615, 96.037, 142.9375
5276.733826, 96.038, 143.2104
5277.100037, 96.050, 143.4490
5277.466248, 96.067, 143.6243
5277.832459, 96.083, 143.7437
5278.198670, 96.096, 143.8328
5278.564881, 96.109, 143.9087
5278.931092, 96.123, 143.9666
5279.297303, 96.141, 143.9854
5279.663514, 96.159, 143.9504
5280.029725, 96.172, 143.8721
5280.395936, 96.179, 143.7856
5280.762147, 96.179, 143.7346
5281.128358, 96.180, 143.7456
5281.494569, 96.186, 143.8159
5281.860780, 96.202, 143.9164
5282.226991, 96.227, 144.0088
5282.593202, 96.258, 144.0607
5282.959413, 96.290, 144.0540
5283.325624, 96.319, 143.9849
5283.691835, 96.340, 143.8628
5284.058046, 96.351, 143.7083
5284.424257, 96.353, 143.5471
5284.790468, 96.349, 143.4006
5285.156678, 96.343, 143.2739
5285.522889, 96.337, 143.1552
5285.889100, 96.331, 143.0283
5286.255311, 96.319, 142.8958
5286.621522, 96.298, 142.7902
5286.987733, 96.268, 142.7632
5287.353944, 96.237, 142.8538
5287.720155, 96.214, 143.0564
5288.086366, 96.208, 143.3125
5288.452577, 96.222, 143.5397
5288.818788, 96.246, 143.6765
5289.184999, 96.272, 143.7129
5289.551210, 96.290, 143.6857
5289.917421, 96.299, 143.6497
5290.283632, 96.301, 143.6464
5290.649843, 96.300, 143.6921
5291.016054, 96.299, 143.7839
5291.382265, 96.301, 143.9122
5291.748476, 96.307, 144.0625
5292.114687, 96.321, 144.2100
5292.480898, 96.344, 144.3186
5292.847109, 96.376, 144.3523
5293.213320, 96.411, 144.2952
5293.579531, 96.447, 144.1626
5293.945742, 96.480, 143.9896
5294.311953, 96.512, 143.8057
5294.678164, 96.546, 143.6143
5295.044375, 96.578, 143.3987
5295.410586, 96.601, 143.1492
5295.776797, 96.606, 142.8889
5296.143007, 96.588, 142.6750
5296.509218, 96.552, 142.5701
5296.875429, 96.509, 142.5988
5297.241640, 96.474, 142.7246
5297.607851, 96.454, 142.8669
5297.974062, 96.448, 142.9520
5298.340273, 96.448, 142.9597
5298.706484, 96.451, 142.9302
5299.072695, 96.457, 142.9263
5299.438906, 96.475, 142.9794
5299.805117, 96.512, 143.0580
5300.171328, 96.569, 143.0852
5300.537539, 96.632, 142.9918
5300.903750, 96.685, 142.7659
5301.269961, 96.714, 142.4636
5301.636172, 96.715, 142.1769
5302.002383, 96.695, 141.9834
5302.368594, 96.667, 141.9058
5302.734805, 96.646, 141.9044
5303.101016, 96.638, 141.9069
5303.467227, 96.641, 141.8523
5303.833438, 96.647, 141.7233
5304.199649, 96.653, 141.5452
5304.565860, 96.657, 141.3597
5304.932071, 96.661, 141.1953
5305.298282, 96.669, 141.0507
5305.664493, 96.681, 140.9020
5306.030704, 96.693, 140.7241
5306.396915, 96.698, 140.5111
5306.763126, 96.692, 140.2831
5307.129337, 96.672, 140.0764
5307.495547, 96.642, 139.9248
5307.861758, 96.609, 139.8435
5308.227969, 96.578, 139.8220
5308.594180, 96.556, 139.8311
5308.960391, 96.543, 139.8379
5309.326602, 96.537, 139.8214
5309.692813, 96.535, 139.7781
5310.059024, 96.532, 139.7202
5310.425235, 96.526, 139.6665
5310.791446, 96.517, 139.6339
5311.157657, 96.505, 139.6338
