* Measurement data measured by REW V5.31.3
* Source: Pro Tools Audio Bridge 2-B, Pro Tools Audio Bridge 2-B, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Dec 11, 2024 1:23:02 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Bad Cat Matching Test NAM Dec 11
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
863.159248, 93.797, -131.5024
863.525459, 93.854, -131.4346
863.891670, 93.895, -131.4478
864.257881, 93.917, -131.4397
864.624092, 93.931, -131.3151
864.990303, 93.956, -131.0730
865.356514, 94.006, -130.8215
865.722725, 94.078, -130.6953
866.088936, 94.151, -130.7454
866.455147, 94.208, -130.8992
866.821358, 94.243, -131.0210
867.187569, 94.271, -131.0168
867.553780, 94.307, -130.9006
867.919991, 94.360, -130.7720
868.286202, 94.421, -130.7271
868.652413, 94.478, -130.7844
869.018624, 94.520, -130.8855
869.384835, 94.551, -130.9523
869.751046, 94.580, -130.9468
870.117257, 94.616, -130.8865
870.483468, 94.663, -130.8164
870.849679, 94.718, -130.7732
871.215890, 94.778, -130.7739
871.582101, 94.838, -130.8264
871.948312, 94.896, -130.9338
872.314522, 94.948, -131.0868
872.680733, 94.991, -131.2539
873.046944, 95.030, -131.3955
873.413155, 95.069, -131.4946
873.779366, 95.116, -131.5769
874.145577, 95.168, -131.6909
874.511788, 95.217, -131.8623
874.877999, 95.254, -132.0625
875.244210, 95.278, -132.2300
875.610421, 95.298, -132.3273
875.976632, 95.326, -132.3843
876.342843, 95.365, -132.4807
876.709054, 95.407, -132.6769
877.075265, 95.442, -132.9540
877.441476, 95.463, -133.2233
877.807687, 95.479, -133.3978
878.173898, 95.504, -133.4685
878.540109, 95.546, -133.5173
878.906320, 95.599, -133.6509
879.272531, 95.646, -133.9119
879.638742, 95.673, -134.2441
880.004953, 95.678, -134.5393
880.371164, 95.672, -134.7185
880.737375, 95.673, -134.7866
881.103586, 95.689, -134.8191
881.469797, 95.718, -134.8940
881.836008, 95.748, -135.0322
882.202219, 95.770, -135.1904
882.568430, 95.783, -135.3043
882.934641, 95.796, -135.3425
883.300851, 95.815, -135.3290
883.667062, 95.845, -135.3256
884.033273, 95.883, -135.3901
884.399484, 95.919, -135.5427
884.765695, 95.948, -135.7568
885.131906, 95.967, -135.9780
885.498117, 95.980, -136.1534
885.864328, 95.994, -136.2615
886.230539, 96.016, -136.3217
886.596750, 96.046, -136.3783
886.962961, 96.080, -136.4674
887.329172, 96.112, -136.5891
887.695383, 96.138, -136.7104
888.061594, 96.161, -136.7990
888.427805, 96.189, -136.8591
888.794016, 96.226, -136.9399
889.160227, 96.268, -137.1013
889.526438, 96.306, -137.3636
889.892649, 96.331, -137.6880
890.258860, 96.340, -138.0029
890.625071, 96.342, -138.2576
890.991282, 96.347, -138.4565
891.357493, 96.359, -138.6497
891.723704, 96.376, -138.8818
892.089915, 96.390, -139.1528
892.456126, 96.398, -139.4182
892.822337, 96.402, -139.6324
893.188548, 96.411, -139.7893
893.554759, 96.427, -139.9281
893.920970, 96.448, -140.0988
894.287181, 96.466, -140.3209
894.653391, 96.476, -140.5709
895.019602, 96.475, -140.8052
895.385813, 96.469, -140.9944
895.752024, 96.465, -141.1409
896.118235, 96.467, -141.2712
896.484446, 96.475, -141.4165
896.850657, 96.489, -141.5997
897.216868, 96.504, -141.8350
897.583079, 96.517, -142.1263
897.949290, 96.521, -142.4603
898.315501, 96.513, -142.7981
898.681712, 96.494, -143.0846
899.047923, 96.472, -143.2782
899.414134, 96.456, -143.3862
899.780345, 96.457, -143.4735
900.146556, 96.470, -143.6284
900.512767, 96.485, -143.9023
900.878978, 96.485, -144.2700
901.245189, 96.464, -144.6405
901.611400, 96.427, -144.9121
901.977611, 96.386, -145.0381
902.343822, 96.359, -145.0576
902.710033, 96.349, -145.0696
903.076244, 96.351, -145.1632
903.442455, 96.349, -145.3597
903.808666, 96.335, -145.6056
904.174877, 96.307, -145.8181
904.541088, 96.274, -145.9468
904.907299, 96.250, -146.0050
905.273510, 96.237, -146.0542
905.639720, 96.234, -146.1509
906.005931, 96.232, -146.3062
906.372142, 96.225, -146.4878
906.738353, 96.213, -146.6592
907.104564, 96.201, -146.8157
907.470775, 96.189, -146.9836
907.836986, 96.172, -147.1824
908.203197, 96.143, -147.3875
908.569408, 96.101, -147.5359
908.935619, 96.058, -147.5769
909.301830, 96.026, -147.5283
909.668041, 96.014, -147.4817
910.034252, 96.014, -147.5388
910.400463, 96.010, -147.7258
910.766674, 95.984, -147.9620
911.132885, 95.938, -148.1132
911.499096, 95.887, -148.0918
911.865307, 95.853, -147.9314
912.231518, 95.848, -147.7693
912.597729, 95.862, -147.7445
912.963940, 95.875, -147.8943
913.330151, 95.870, -148.1359
913.696362, 95.846, -148.3381
914.062573, 95.817, -148.4180
914.428784, 95.797, -148.3901
914.794995, 95.791, -148.3362
915.161206, 95.794, -148.3253
915.527417, 95.793, -148.3613
915.893628, 95.782, -148.3945
916.259839, 95.766, -148.3774
916.626050, 95.753, -148.3092
916.992260, 95.747, -148.2310
917.358471, 95.747, -148.1841
917.724682, 95.748, -148.1763
918.090893, 95.748, -148.1882
918.457104, 95.749, -148.2073
918.823315, 95.752, -148.2490
919.189526, 95.755, -148.3416
919.555737, 95.751, -148.4860
919.921948, 95.733, -148.6355
920.288159, 95.706, -148.7222
920.654370, 95.679, -148.7124
921.020581, 95.665, -148.6465
921.386792, 95.668, -148.6213
921.753003, 95.678, -148.7207
922.119214, 95.678, -148.9512
922.485425, 95.659, -149.2355
922.851636, 95.620, -149.4666
923.217847, 95.575, -149.5798
923.584058, 95.538, -149.5903
923.950269, 95.516, -149.5699
924.316480, 95.503, -149.5854
924.682691, 95.491, -149.6517
925.048902, 95.473, -149.7346
925.415113, 95.448, -149.7910
925.781324, 95.422, -149.8059
926.147535, 95.398, -149.7964
926.513746, 95.377, -149.7897
926.879957, 95.356, -149.7993
927.246168, 95.335, -149.8228
927.612379, 95.313, -149.8538
927.978590, 95.289, -149.8882
928.344800, 95.262, -149.9167
928.711011, 95.232, -149.9165
929.077222, 95.202, -149.8643
929.443433, 95.179, -149.7642
929.809644, 95.168, -149.6636
930.175855, 95.164, -149.6265
930.542066, 95.157, -149.6781
930.908277, 95.135, -149.7678
931.274488, 95.097, -149.7942
931.640699, 95.056, -149.6813
932.006910, 95.030, -149.4510
932.373121, 95.028, -149.2222
932.739332, 95.041, -149.1217
933.105543, 95.049, -149.1808
933.471754, 95.035, -149.3077
933.837965, 95.001, -149.3610
934.204176, 94.966, -149.2617
934.570387, 94.950, -149.0591
934.936598, 94.959, -148.8887
935.302809, 94.980, -148.8572
935.669020, 94.993, -148.9565
936.035231, 94.986, -149.0786
936.401442, 94.965, -149.1082
936.767653, 94.947, -149.0109
937.133864, 94.944, -148.8511
937.500075, 94.957, -148.7294
937.866286, 94.975, -148.7004
938.232497, 94.988, -148.7445
938.598708, 94.993, -148.8044
938.964919, 94.995, -148.8435
939.331129, 94.998, -148.8701
939.697340, 95.005, -148.9153
940.063551, 95.011, -148.9939
940.429762, 95.012, -149.0872
940.795973, 95.008, -149.1606
941.162184, 95.002, -149.1924
941.528395, 94.999, -149.1851
941.894606, 95.001, -149.1569
942.260817, 95.010, -149.1256
942.627028, 95.024, -149.1062
942.993239, 95.045, -149.1155
943.359450, 95.068, -149.1724
943.725661, 95.091, -149.2849
944.091872, 95.109, -149.4377
944.458083, 95.119, -149.5970
944.824294, 95.123, -149.7340
945.190505, 95.127, -149.8455
945.556716, 95.130, -149.9495
945.922927, 95.131, -150.0588
946.289138, 95.125, -150.1594
946.655349, 95.116, -150.2209
947.021560, 95.109, -150.2345
947.387771, 95.112, -150.2417
947.753982, 95.124, -150.3164
948.120193, 95.137, -150.5062
948.486404, 95.138, -150.7838
948.852615, 95.121, -151.0547
949.218826, 95.095, -151.2238
949.585037, 95.076, -151.2701
949.951248, 95.074, -151.2671
950.317459, 95.088, -151.3214
950.683669, 95.100, -151.4806
951.049880, 95.095, -151.6917
951.416091, 95.072, -151.8458
951.782302, 95.042, -151.8745
952.148513, 95.024, -151.8158
952.514724, 95.025, -151.7948
952.880935, 95.036, -151.9276
953.247146, 95.036, -152.2317
953.613357, 95.014, -152.6188
953.979568, 94.972, -152.9680
954.345779, 94.924, -153.2156
954.711990, 94.885, -153.3914
955.078201, 94.858, -153.5767
955.444412, 94.834, -153.8201
955.810623, 94.800, -154.0894
956.176834, 94.755, -154.2974
956.543045, 94.709, -154.3796
956.909256, 94.676, -154.3553
957.275467, 94.663, -154.3250
957.641678, 94.663, -154.3994
958.007889, 94.660, -154.6224
958.374100, 94.638, -154.9446
958.740311, 94.592, -155.2622
959.106522, 94.532, -155.4863
959.472733, 94.473, -155.5969
959.838944, 94.428, -155.6489
960.205155, 94.399, -155.7288
960.571366, 94.376, -155.8938
960.937577, 94.347, -156.1343
961.303788, 94.305, -156.3850
961.669998, 94.250, -156.5696
962.036209, 94.191, -156.6505
962.402420, 94.140, -156.6526
962.768631, 94.097, -156.6418
963.134842, 94.060, -156.6755
963.501053, 94.018, -156.7593
963.867264, 93.967, -156.8485
964.233475, 93.911, -156.8920
964.599686, 93.857, -156.8810
964.965897, 93.815, -156.8640
965.332108, 93.780, -156.9087
965.698319, 93.743, -157.0419
966.064530, 93.694, -157.2219
966.430741, 93.632, -157.3677
966.796952, 93.565, -157.4221
967.163163, 93.504, -157.3956
967.529374, 93.453, -157.3512
967.895585, 93.405, -157.3428
968.261796, 93.348, -157.3625
968.628007, 93.277, -157.3466
968.994218, 93.198, -157.2340
969.360429, 93.125, -157.0259
969.726640, 93.065, -156.7915
970.092851, 93.019, -156.6141
970.459062, 92.975, -156.5259
970.825273, 92.926, -156.4912
971.191484, 92.870, -156.4469
971.557695, 92.812, -156.3561
971.923906, 92.757, -156.2246
972.290117, 92.704, -156.0713
972.656328, 92.647, -155.8894
973.022538, 92.588, -155.6479
973.388749, 92.534, -155.3330
973.754960, 92.493, -154.9878
974.121171, 92.466, -154.6971
974.487382, 92.442, -154.5208
974.853593, 92.406, -154.4303
975.219804, 92.349, -154.3149
975.586015, 92.280, -154.0569
975.952226, 92.219, -153.6228
976.318437, 92.183, -153.0983
976.684648, 92.171, -152.6289
977.050859, 92.170, -152.3120
977.417070, 92.159, -152.1326
977.783281, 92.128, -151.9893
978.149492, 92.085, -151.7793
978.515703, 92.043, -151.4707
978.881914, 92.014, -151.1156
979.248125, 92.000, -150.7964
979.614336, 91.990, -150.5594
979.980547, 91.976, -150.3871
980.346758, 91.952, -150.2224
980.712969, 91.925, -150.0139
981.079180, 91.899, -149.7456
981.445391, 91.883, -149.4348
981.811602, 91.877, -149.1147
982.177813, 91.880, -148.8160
982.544024, 91.888, -148.5613
982.910235, 91.896, -148.3628
983.276446, 91.897, -148.2148
983.642657, 91.887, -148.0890
984.008868, 91.866, -147.9421
984.375078, 91.842, -147.7421
984.741289, 91.824, -147.4976
985.107500, 91.819, -147.2635
985.473711, 91.827, -147.1101
985.839922, 91.836, -147.0723
986.206133, 91.834, -147.1202
986.572344, 91.817, -147.1744
986.938555, 91.786, -147.1582
987.304766, 91.753, -147.0491
987.670977, 91.724, -146.8916
988.037188, 91.699, -146.7595
988.403399, 91.670, -146.6959
988.769610, 91.626, -146.6813
989.135821, 91.569, -146.6555
989.502032, 91.504, -146.5757
989.868243, 91.445, -146.4597
990.234454, 91.394, -146.3809
990.600665, 91.343, -146.4066
990.966876, 91.276, -146.5353
991.333087, 91.182, -146.6791
991.699298, 91.059, -146.7117
992.065509, 90.924, -146.5491
992.431720, 90.797, -146.2095
992.797931, 90.690, -145.8075
993.164142, 90.595, -145.4729
993.530353, 90.495, -145.2554
993.896564, 90.371, -145.0874
994.262775, 90.217, -144.8273
994.628986, 90.043, -144.3513
994.995197, 89.871, -143.6331
995.361407, 89.714, -142.7573
995.727618, 89.572, -141.8507
996.093829, 89.430, -140.9817
996.460040, 89.269, -140.1045
996.826251, 89.087, -139.0918
997.192462, 88.896, -137.8252
997.558673, 88.722, -136.2795
997.924884, 88.582, -134.5425
998.291095, 88.477, -132.7446
998.657306, 88.393, -130.9573
999.023517, 88.313, -129.1389
999.389728, 88.229, -127.1711
999.755939, 88.152, -124.9431
1000.122150, 88.106, -122.4338
1000.488361, 88.109, -119.7389
1000.854572, 88.171, -117.0297
1001.220783, 88.282, -114.4720
1001.586994, 88.424, -112.1483
1001.953205, 88.574, -110.0260
1002.319416, 88.726, -107.9836
1002.685627, 88.886, -105.8889
1003.051838, 89.079, -103.6997
1003.418049, 89.327, -101.5253
1003.784260, 89.630, -99.5754
1004.150471, 89.960, -98.0126
1004.516682, 90.281, -96.8260
1004.882893, 90.568, -95.8378
1005.249104, 90.829, -94.8351
1005.615315, 91.092, -93.7350
1005.981526, 91.387, -92.6592
1006.347737, 91.716, -91.8409
1006.713947, 92.052, -91.4265
1007.080158, 92.360, -91.3494
1007.446369, 92.625, -91.3796
1007.812580, 92.865, -91.2927
1008.178791, 93.114, -91.0352
1008.545002, 93.398, -90.7623
1008.911213, 93.712, -90.7076
1009.277424, 94.023, -90.9893
1009.643635, 94.298, -91.5270
1010.009846, 94.526, -92.1185
1010.376057, 94.723, -92.5897
1010.742268, 94.920, -92.9116
1011.108479, 95.138, -93.2026
1011.474690, 95.374, -93.6202
1011.840901, 95.613, -94.2368
1012.207112, 95.836, -95.0029
1012.573323, 96.037, -95.8076
1012.939534, 96.223, -96.5681
1013.305745, 96.404, -97.2755
1013.671956, 96.583, -97.9716
1014.038167, 96.758, -98.6940
1014.404378, 96.923, -99.4418
1014.770589, 97.079, -100.1905
1015.136800, 97.230, -100.9333
1015.503011, 97.382, -101.7022
1015.869222, 97.533, -102.5469
1016.235433, 97.677, -103.4919
1016.601644, 97.805, -104.5079
1016.967855, 97.914, -105.5253
1017.334066, 98.009, -106.4766
1017.700276, 98.100, -107.3372
1018.066487, 98.194, -108.1365
1018.432698, 98.293, -108.9340
1018.798909, 98.389, -109.7775
1019.165120, 98.474, -110.6732
1019.531331, 98.542, -111.5863
1019.897542, 98.592, -112.4645
1020.263753, 98.633, -113.2731
1020.629964, 98.676, -114.0207
1020.996175, 98.728, -114.7599
1021.362386, 98.790, -115.5593
1021.728597, 98.853, -116.4604
1022.094808, 98.907, -117.4470
1022.461019, 98.941, -118.4470
1022.827230, 98.957, -119.3690
1023.193441, 98.964, -120.1522
1023.559652, 98.973, -120.7999
1023.925863, 98.994, -121.3778
1024.292074, 99.026, -121.9738
1024.658285, 99.062, -122.6498
1025.024496, 99.094, -123.4167
1025.390707, 99.113, -124.2419
1025.756918, 99.119, -125.0747
1026.123129, 99.116, -125.8696
1026.489340, 99.107, -126.5994
1026.855551, 99.099, -127.2598
1027.221762, 99.097, -127.8738
1027.587973, 99.101, -128.4863
1027.954184, 99.109, -129.1467
1028.320395, 99.112, -129.8771
1028.686606, 99.101, -130.6506
1029.052816, 99.074, -131.3979
1029.419027, 99.037, -132.0459
1029.785238, 99.002, -132.5665
1030.151449, 98.982, -133.0000
1030.517660, 98.978, -133.4285
1030.883871, 98.982, -133.9172
1031.250082, 98.979, -134.4679
1031.616293, 98.962, -135.0234
1031.982504, 98.930, -135.5146
1032.348715, 98.893, -135.9131
1032.714926, 98.862, -136.2513
1033.081137, 98.841, -136.5969
1033.447348, 98.826, -137.0034
1033.813559, 98.809, -137.4773
1034.179770, 98.786, -137.9812
1034.545981, 98.756, -138.4636
1034.912192, 98.723, -138.8906
1035.278403, 98.693, -139.2592
1035.644614, 98.666, -139.5891
1036.010825, 98.641, -139.9048
1036.377036, 98.615, -140.2175
1036.743247, 98.583, -140.5198
1037.109458, 98.548, -140.7922
1037.475669, 98.512, -141.0208
1037.841880, 98.482, -141.2137
1038.208091, 98.464, -141.4083
1038.574302, 98.457, -141.6571
1038.940513, 98.454, -141.9994
1039.306724, 98.447, -142.4363
1039.672935, 98.426, -142.9255
1040.039145, 98.387, -143.3997
1040.405356, 98.335, -143.7958
1040.771567, 98.276, -144.0786
1041.137778, 98.220, -144.2512
1041.503989, 98.176, -144.3521
1041.870200, 98.148, -144.4443
1042.236411, 98.135, -144.5972
1042.602622, 98.127, -144.8564
1042.968833, 98.114, -145.2156
1043.335044, 98.087, -145.6082
1043.701255, 98.047, -145.9397
1044.067466, 98.006, -146.1501
1044.433677, 97.979, -146.2686
1044.799888, 97.972, -146.4084
1045.166099, 97.973, -146.6858
1045.532310, 97.961, -147.1194
1045.898521, 97.917, -147.5969
1046.264732, 97.847, -147.9421
1046.630943, 97.774, -148.0479
1046.997154, 97.734, -147.9822
1047.363365, 97.738, -147.9688
1047.729576, 97.769, -148.2283
1048.095787, 97.787, -148.8070
1048.461998, 97.758, -149.5356
1048.828209, 97.680, -150.1390
1049.194420, 97.579, -150.4124
1049.560631, 97.500, -150.3612
1049.926842, 97.467, -150.2029
1050.293053, 97.472, -150.2048
1050.659264, 97.481, -150.4899
1051.025475, 97.461, -150.9690
1051.391685, 97.400, -151.4341
1051.757896, 97.317, -151.7136
1052.124107, 97.239, -151.7866
1052.490318, 97.187, -151.7808
1052.856529, 97.158, -151.8584
1053.222740, 97.131, -152.0884
1053.588951, 97.089, -152.4082
1053.955162, 97.030, -152.6896
1054.321373, 96.964, -152.8435
1054.687584, 96.909, -152.8817
1055.053795, 96.872, -152.8933
1055.420006, 96.845, -152.9644
1055.786217, 96.815, -153.1104
1056.152428, 96.774, -153.2791
1056.518639, 96.722, -153.4072
1056.884850, 96.669, -153.4797
1057.251061, 96.622, -153.5416
1057.617272, 96.578, -153.6534
1057.983483, 96.529, -153.8339
1058.349694, 96.467, -154.0359
1058.715905, 96.392, -154.1750
1059.082116, 96.315, -154.1858
1059.448327, 96.252, -154.0670
1059.814538, 96.215, -153.8889
1060.180749, 96.203, -153.7562
1060.546960, 96.207, -153.7532
1060.913171, 96.208, -153.9028
1061.279382, 96.189, -154.1553
1061.645593, 96.143, -154.4064
1062.011804, 96.072, -154.5400
1062.378015, 95.992, -154.4856
1062.744225, 95.927, -154.2664
1063.110436, 95.891, -154.0034
1063.476647, 95.883, -153.8525
1063.842858, 95.886, -153.9062
1064.209069, 95.878, -154.1328
1064.575280, 95.848, -154.4001
1064.941491, 95.801, -154.5630
1065.307702, 95.753, -154.5574
1065.673913, 95.721, -154.4343
1066.040124, 95.704, -154.3082
1066.406335, 95.691, -154.2581
1066.772546, 95.665, -154.2711
1067.138757, 95.623, -154.2688
1067.504968, 95.573, -154.1860
1067.871179, 95.531, -154.0352
1068.237390, 95.506, -153.8997
1068.603601, 95.493, -153.8633
1068.969812, 95.480, -153.9418
1069.336023, 95.456, -154.0713
1069.702234, 95.422, -154.1617
1070.068445, 95.387, -154.1635
1070.434656, 95.361, -154.0991
1070.800867, 95.347, -154.0396
1071.167078, 95.338, -154.0479
1071.533289, 95.324, -154.1353
1071.899500, 95.297, -154.2581
1072.265711, 95.258, -154.3491
1072.631922, 95.214, -154.3604
1072.998133, 95.178, -154.2927
1073.364344, 95.156, -154.1992
1073.730554, 95.147, -154.1556
1074.096765, 95.143, -154.2119
1074.462976, 95.128, -154.3539
1074.829187, 95.095, -154.5024
1075.195398, 95.047, -154.5593
1075.561609, 94.998, -154.4735
1075.927820, 94.965, -154.2860
1076.294031, 94.954, -154.1097
1076.660242, 94.955, -154.0500
1077.026453, 94.953, -154.1277
1077.392664, 94.932, -154.2686
1077.758875, 94.895, -154.3658
1078.125086, 94.852, -154.3635
1078.491297, 94.817, -154.2927
1078.857508, 94.792, -154.2314
1079.223719, 94.767, -154.2225
1079.589930, 94.734, -154.2292
1079.956141, 94.694, -154.1714
1080.322352, 94.660, -154.0089
1080.688563, 94.646, -153.7974
1081.054774, 94.652, -153.6545
1081.420985, 94.663, -153.6616
1081.787196, 94.657, -153.7859
1082.153407, 94.624, -153.8954
1082.519618, 94.573, -153.8544
1082.885829, 94.528, -153.6277
1083.252040, 94.506, -153.3142
1083.618251, 94.508, -153.0759
1083.984462, 94.516, -153.0149
1084.350673, 94.509, -153.1022
1084.716884, 94.476, -153.2087
1085.083094, 94.425, -153.2036
1085.449305, 94.376, -153.0435
1085.815516, 94.345, -152.7961
1086.181727, 94.336, -152.5793
1086.547938, 94.335, -152.4670
1086.914149, 94.327, -152.4377
1087.280360, 94.307, -152.4016
1087.646571, 94.280, -152.2770
1088.012782, 94.261, -152.0591
1088.378993, 94.260, -151.8291
1088.745204, 94.271, -151.6948
1089.111415, 94.279, -151.7048
1089.477626, 94.266, -151.8060
1089.843837, 94.230, -151.8729
1090.210048, 94.182, -151.7903
1090.576259, 94.148, -151.5383
1090.942470, 94.144, -151.2177
1091.308681, 94.170, -150.9867
1091.674892, 94.206, -150.9497
1092.041103, 94.226, -151.0846
1092.407314, 94.212, -151.2596
1092.773525, 94.167, -151.3208
1093.139736, 94.110, -151.1880
1093.505947, 94.063, -150.9019
1093.872158, 94.038, -150.5906
1094.238369, 94.030, -150.3789
1094.604580, 94.026, -150.3123
1094.970791, 94.016, -150.3474
1095.337002, 93.996, -150.4016
1095.703213, 93.971, -150.4100
1096.069423, 93.948, -150.3522
1096.435634, 93.928, -150.2400
1096.801845, 93.912, -150.0914
1097.168056, 93.899, -149.9180
1097.534267, 93.887, -149.7311
1097.900478, 93.879, -149.5496
1098.266689, 93.874, -149.3938
1098.632900, 93.870, -149.2705
1098.999111, 93.866, -149.1672
1099.365322, 93.863, -149.0659
1099.731533, 93.860, -148.9626
1100.097744, 93.857, -148.8701
1100.463955, 93.850, -148.7968
1100.830166, 93.832, -148.7223
1101.196377, 93.802, -148.6011
1101.562588, 93.769, -148.3982
1101.928799, 93.745, -148.1342
1102.295010, 93.737, -147.8899
1102.661221, 93.741, -147.7584
1103.027432, 93.743, -147.7739
1103.393643, 93.727, -147.8767
1103.759854, 93.687, -147.9456
1104.126065, 93.633, -147.8717
1104.492276, 93.583, -147.6270
1104.858487, 93.551, -147.2795
1105.224698, 93.540, -146.9475
1105.590909, 93.541, -146.7263
1105.957120, 93.541, -146.6442
1106.323331, 93.528, -146.6626
1106.689542, 93.498, -146.7068
1107.055753, 93.453, -146.6960
1107.421963, 93.403, -146.5692
1107.788174, 93.359, -146.3069
1108.154385, 93.335, -145.9497
1108.520596, 93.333, -145.5914
1108.886807, 93.348, -145.3337
1109.253018, 93.362, -145.2224
1109.619229, 93.359, -145.2129
1109.985440, 93.336, -145.1965
1110.351651, 93.303, -145.0802
1110.717862, 93.282, -144.8629
1111.084073, 93.286, -144.6483
1111.450284, 93.310, -144.5664
1111.816495, 93.331, -144.6614
1112.182706, 93.329, -144.8406
1112.548917, 93.299, -144.9260
1112.915128, 93.256, -144.7751
1113.281339, 93.229, -144.3882
1113.647550, 93.236, -143.9254
1114.013761, 93.273, -143.6001
1114.379972, 93.314, -143.5293
1114.746183, 93.331, -143.6619
1115.112394, 93.312, -143.8265
1115.478605, 93.271, -143.8518
1115.844816, 93.231, -143.6753
1116.211027, 93.214, -143.3724
1116.577238, 93.221, -143.0829
1116.943449, 93.235, -142.8949
1117.309660, 93.236, -142.7837
1117.675871, 93.218, -142.6500
1118.042082, 93.191, -142.4187
1118.408293, 93.173, -142.1149
1118.774503, 93.173, -141.8542
1119.140714, 93.182, -141.7468
1119.506925, 93.182, -141.7964
1119.873136, 93.160, -141.8842
1120.239347, 93.118, -141.8506
1120.605558, 93.080, -141.6177
1120.971769, 93.066, -141.2595
1121.337980, 93.081, -140.9563
1121.704191, 93.105, -140.8555
1122.070402, 93.109, -140.9568
1122.436613, 93.076, -141.1118
1122.802824, 93.015, -141.1301
1123.169035, 92.954, -140.9124
1123.535246, 92.921, -140.5249
1123.901457, 92.927, -140.1542
1124.267668, 92.957, -139.9686
1124.633879, 92.978, -140.0027
1125.000090, 92.968, -140.1460
1125.366301, 92.921, -140.2253
1125.732512, 92.854, -140.1104
1126.098723, 92.792, -139.7839
1126.464934, 92.756, -139.3423
1126.831145, 92.751, -138.9275
1127.197356, 92.765, -138.6421
1127.563567, 92.781, -138.4990
1127.929778, 92.785, -138.4318
1128.295989, 92.773, -138.3447
1128.662200, 92.750, -138.1689
1129.028411, 92.726, -137.8954
1129.394622, 92.708, -137.5684
1129.760832, 92.696, -137.2455
1130.127043, 92.685, -136.9529
1130.493254, 92.673, -136.6709
1130.859465, 92.662, -136.3601
1131.225676, 92.659, -136.0076
1131.591887, 92.672, -135.6509
1131.958098, 92.700, -135.3569
1132.324309, 92.730, -135.1692
1132.690520, 92.750, -135.0677
1133.056731, 92.753, -134.9768
1133.422942, 92.739, -134.8107
1133.789153, 92.722, -134.5264
1134.155364, 92.714, -134.1423
1134.521575, 92.720, -133.7190
1134.887786, 92.741, -133.3171
1135.253997, 92.773, -132.9753
1135.620208, 92.810, -132.7103
1135.986419, 92.848, -132.5276
1136.352630, 92.879, -132.4177
1136.718841, 92.898, -132.3429
1137.085052, 92.903, -132.2351
1137.451263, 92.899, -132.0256
1137.817474, 92.900, -131.6919
1138.183685, 92.918, -131.2874
1138.549896, 92.956, -130.9160
1138.916107, 93.003, -130.6611
1139.282318, 93.044, -130.5251
1139.648529, 93.067, -130.4272
1140.014740, 93.077, -130.2639
1140.380951, 93.086, -129.9873
1140.747162, 93.110, -129.6411
1141.113372, 93.150, -129.3281
1141.479583, 93.196, -129.1299
1141.845794, 93.232, -129.0465
1142.212005, 93.248, -128.9998
1142.578216, 93.247, -128.8922
1142.944427, 93.242, -128.6738
1143.310638, 93.249, -128.3730
1143.676849, 93.274, -128.0731
1144.043060, 93.313, -127.8528
1144.409271, 93.356, -127.7390
1144.775482, 93.394, -127.7021
1145.141693, 93.424, -127.6853
1145.507904, 93.450, -127.6455
1145.874115, 93.478, -127.5752
1146.240326, 93.512, -127.4971
1146.606537, 93.551, -127.4395
1146.972748, 93.592, -127.4119
1147.338959, 93.629, -127.3992
1147.705170, 93.664, -127.3781
1148.071381, 93.694, -127.3367
1148.437592, 93.722, -127.2821
1148.803803, 93.743, -127.2228
1149.170014, 93.755, -127.1423
1149.536225, 93.756, -126.9935
1149.902436, 93.759, -126.7330
1150.268647, 93.778, -126.3779
1150.634858, 93.826, -126.0356
1151.001069, 93.899, -125.8550
1151.367280, 93.972, -125.9176
1151.733491, 94.018, -126.1543
1152.099701, 94.023, -126.3630
1152.465912, 94.001, -126.3291
1152.832123, 93.991, -125.9845
1153.198334, 94.026, -125.4910
1153.564545, 94.111, -125.1467
1153.930756, 94.212, -125.1619
1154.296967, 94.283, -125.4968
1154.663178, 94.298, -125.8928
1155.029389, 94.268, -126.0481
1155.395600, 94.234, -125.8206
1155.761811, 94.238, -125.3251
1156.128022, 94.291, -124.8405
1156.494233, 94.369, -124.5873
1156.860444, 94.438, -124.5801
1157.226655, 94.478, -124.6680
1157.592866, 94.500, -124.6925
1157.959077, 94.527, -124.6189
1158.325288, 94.573, -124.5433
1158.691499, 94.632, -124.5806
1159.057710, 94.683, -124.7424
1159.423921, 94.713, -124.9174
1159.790132, 94.723, -124.9583
1160.156343, 94.733, -124.7957
1160.522554, 94.760, -124.4910
1160.888765, 94.814, -124.1912
1161.254976, 94.883, -124.0289
1161.621187, 94.951, -124.0500
1161.987398, 95.005, -124.2133
1162.353609, 95.042, -124.4360
1162.719820, 95.066, -124.6388
1163.086031, 95.086, -124.7699
1163.452241, 95.112, -124.8145
1163.818452, 95.152, -124.7992
1164.184663, 95.205, -124.7874
1164.550874, 95.267, -124.8521
1164.917085, 95.323, -125.0337
1165.283296, 95.360, -125.3071
1165.649507, 95.372, -125.5905
1166.015718, 95.368, -125.7921
1166.381929, 95.364, -125.8713
